eventDate,year,month,day,habitat,countryCode,scientificName,kingdom,phylum,class,order,family,genus,specificEpithet,hasCoordinate,species,iucnRedListCategory,substrate,latitude,longitude,coorUncert,observationID,region,district,filename,category_id,metaSubstrate,poisonous,elevation,landcover,biogeographicalRegion
2021-02-27,2021,2.0,27.0,garden,DK,"Comatricha alta Preuss, 1851",Protozoa,Mycetozoa,Myxomycetes,Stemonitidales,Stemonitidaceae,Comatricha,alta,True,Comatricha alta,NE,dead wood (including bark),56.087201,12.215145,10.0,3061954303,Hovedstaden,Gribskov,11-3061954303.JPG,386,wood,0,0.0,17.0,continental
2021-03-08,2021,3.0,8.0,natural grassland,DK,Ascobolus stictoideus Speg.,Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus,stictoideus,True,Ascobolus stictoideus,NE,faeces,55.129065,12.105411,75.0,3052910309,Sjælland,Vordingborg,1-3052910309.JPG,129,animals,0,92.0,14.0,continental
2021-03-17,2021,3.0,17.0,park/churchyard,DK,Arthonia apotheciorum (A.Massal.) Almq.,Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Bryostigma,apotheciorum,True,Bryostigma apotheciorum,NE,lichens,56.184093,10.18615,25.0,3061954319,Midtjylland,Århus,0-3061954319.JPG,113,fungi and mycetozoans,0,11.0,10.0,continental
2021-03-17,2021,3.0,17.0,park/churchyard,DK,Arthonia apotheciorum (A.Massal.) Almq.,Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Bryostigma,apotheciorum,True,Bryostigma apotheciorum,NE,lichens,56.184093,10.18615,25.0,3061954319,Midtjylland,Århus,4-3061954319.JPG,113,fungi and mycetozoans,0,11.0,10.0,continental
2021-04-04,2021,4.0,4.0,Forest bog,DK,"Sigarispora arundinis (Pers.) Thambug., Qing Tian, Kaz.Tanaka & K.D.Hyde",Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Sigarispora,arundinis,True,Sigarispora arundinis,NE,"stems of herbs, grass etc",55.818608,12.517483,25.0,3382566304,Hovedstaden,Rudersdal,3-3382566304.JPG,2091,plant material,0,138.0,1.0,continental
2021-04-04,2021,4.0,4.0,Forest bog,DK,"Sigarispora arundinis (Pers.) Thambug., Qing Tian, Kaz.Tanaka & K.D.Hyde",Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Sigarispora,arundinis,True,Sigarispora arundinis,NE,"stems of herbs, grass etc",55.818608,12.517483,25.0,3382566304,Hovedstaden,Rudersdal,5-3382566304.JPG,2091,plant material,0,138.0,1.0,continental
2021-04-10,2021,4.0,10.0,Bog woodland,DK,Coryneum lanciforme (Fr.) Voglmayr & Jaklitsch,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Coryneaceae,Coryneum,lanciforme,True,Coryneum lanciforme,NE,dead wood (including bark),56.104841,12.183906,59.0,3070932358,Hovedstaden,Gribskov,0-3070932358.JPG,578,wood,0,0.0,17.0,continental
2021-04-18,2021,4.0,18.0,dune,DK,"Scytinium gelatinosum (With.) Otálora, P.M.Jørg. & Wedin",Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Scytinium,gelatinosum,True,Scytinium gelatinosum,NE,mosses,57.52208,9.878808,25.0,3962112306,Nordjylland,Hjørring,0-3962112306.JPG,2067,mosses,0,0.0,17.0,continental
2021-04-18,2021,4.0,18.0,dune,DK,"Scytinium gelatinosum (With.) Otálora, P.M.Jørg. & Wedin",Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Scytinium,gelatinosum,True,Scytinium gelatinosum,NE,mosses,57.52208,9.878808,25.0,3962112306,Nordjylland,Hjørring,1-3962112306.JPG,2067,mosses,0,0.0,17.0,continental
2021-04-18,2021,4.0,18.0,dune,DK,"Scytinium gelatinosum (With.) Otálora, P.M.Jørg. & Wedin",Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Scytinium,gelatinosum,True,Scytinium gelatinosum,NE,mosses,57.52208,9.878808,25.0,3962112306,Nordjylland,Hjørring,2-3962112306.JPG,2067,mosses,0,0.0,17.0,continental
2021-04-18,2021,4.0,18.0,dune,DK,"Scytinium gelatinosum (With.) Otálora, P.M.Jørg. & Wedin",Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Scytinium,gelatinosum,True,Scytinium gelatinosum,NE,mosses,57.52208,9.878808,25.0,3962112306,Nordjylland,Hjørring,3-3962112306.JPG,2067,mosses,0,0.0,17.0,continental
2021-04-18,2021,4.0,18.0,dune,DK,"Scytinium gelatinosum (With.) Otálora, P.M.Jørg. & Wedin",Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Scytinium,gelatinosum,True,Scytinium gelatinosum,NE,mosses,57.52208,9.878808,25.0,3962112306,Nordjylland,Hjørring,4-3962112306.JPG,2067,mosses,0,0.0,17.0,continental
2021-04-19,2021,4.0,19.0,park/churchyard,DK,Strangospora pinicola (A.Massal.) Körb.,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Strangosporaceae,Strangospora,pinicola,True,Strangospora pinicola,NE,bark of living trees,56.188013,10.193983,5.0,3091021310,Midtjylland,Århus,0-3091021310.JPG,2163,wood,0,9.0,9.0,continental
2021-04-19,2021,4.0,19.0,park/churchyard,DK,Strangospora pinicola (A.Massal.) Körb.,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Strangosporaceae,Strangospora,pinicola,True,Strangospora pinicola,NE,bark of living trees,56.188013,10.193983,5.0,3091021310,Midtjylland,Århus,3-3091021310.JPG,2163,wood,0,9.0,9.0,continental
2021-04-21,2021,4.0,21.0,Forest bog,DK,Phyllosticta foliorum (Sacc.) Wikee & Crous,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta,foliorum,True,Phyllosticta foliorum,NE,leaf or needle litter,55.959675,12.278193,10.0,3091007318,Hovedstaden,Hillerød,3-3091007318.JPG,1706,plant material,0,25.0,13.0,continental
2021-04-25,2021,4.0,25.0,Unmanaged deciduous woodland,DK,Cladonia parasitica (Hoffm.) Hoffm.,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,parasitica,True,Cladonia parasitica,NE,dead wood (including bark),54.784642,11.812242,75.0,3091021336,Sjælland,Guldborgsund,0-3091021336.JPG,339,wood,0,0.0,17.0,continental
2021-04-25,2021,4.0,25.0,Unmanaged deciduous woodland,DK,Cladonia parasitica (Hoffm.) Hoffm.,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,parasitica,True,Cladonia parasitica,NE,dead wood (including bark),54.784642,11.812242,75.0,3091021336,Sjælland,Guldborgsund,2-3091021336.JPG,339,wood,0,0.0,17.0,continental
2021-04-26,2021,4.0,26.0,roadside,DK,Caloplaca ulcerosa Coppins & P.James,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Coppinsiella,ulcerosa,True,Coppinsiella ulcerosa,NE,bark of living trees,56.270692,10.513809,5.0,3097504305,Midtjylland,Syddjurs,0-3097504305.JPG,241,wood,0,0.0,17.0,continental
2021-04-26,2021,4.0,26.0,roadside,DK,Caloplaca ulcerosa Coppins & P.James,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Coppinsiella,ulcerosa,True,Coppinsiella ulcerosa,NE,bark of living trees,56.270692,10.513809,5.0,3097504305,Midtjylland,Syddjurs,1-3097504305.JPG,241,wood,0,0.0,17.0,continental
1996-09-21,1996,9.0,21.0,Deciduous woodland,FI,Pseudotrichia aurata (Rehm) Wehm.,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Pseudotrichia,aurata,True,Pseudotrichia aurata,NE,dead wood (including bark),62.776248,30.92057,20000.0,3097492316,Eastern Finland,North Karelia,0-3097492316.JPG,1855,wood,0,34.0,5.0,boreal
1996-09-21,1996,9.0,21.0,Deciduous woodland,FI,Pseudotrichia aurata (Rehm) Wehm.,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Pseudotrichia,aurata,True,Pseudotrichia aurata,NE,dead wood (including bark),62.776248,30.92057,20000.0,3097492316,Eastern Finland,North Karelia,2-3097492316.JPG,1855,wood,0,34.0,5.0,boreal
2021-05-02,2021,5.0,2.0,heath,DK,Terriera cladophila (Lév.) B.Erikss.,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Terriera,cladophila,True,Terriera cladophila,NE,dead wood (including bark),55.051186,12.242318,50.0,3109987305,Sjælland,Vordingborg,3-3109987305.JPG,2193,wood,0,37.0,5.0,continental
2021-05-03,2021,5.0,3.0,park/churchyard,DK,Sphaerographium squarrosum (Riess) Sacc.,Fungi,Ascomycota,Leotiomycetes,Chaetomellales,Chaetomellaceae,Sphaerographium,squarrosum,True,Sphaerographium squarrosum,NE,dead wood (including bark),55.70302,12.563825,25.0,3109987306,Hovedstaden,København,1-3109987306.JPG,2119,wood,0,106.0,5.0,continental
2021-05-03,2021,5.0,3.0,park/churchyard,DK,Sphaerographium squarrosum (Riess) Sacc.,Fungi,Ascomycota,Leotiomycetes,Chaetomellales,Chaetomellaceae,Sphaerographium,squarrosum,True,Sphaerographium squarrosum,NE,dead wood (including bark),55.70302,12.563825,25.0,3109987306,Hovedstaden,København,2-3109987306.JPG,2119,wood,0,106.0,5.0,continental
2021-05-03,2021,5.0,3.0,park/churchyard,DK,Sphaerographium squarrosum (Riess) Sacc.,Fungi,Ascomycota,Leotiomycetes,Chaetomellales,Chaetomellaceae,Sphaerographium,squarrosum,True,Sphaerographium squarrosum,NE,dead wood (including bark),55.70302,12.563825,25.0,3109987306,Hovedstaden,København,3-3109987306.JPG,2119,wood,0,106.0,5.0,continental
2021-05-03,2021,5.0,3.0,park/churchyard,DK,Sphaerographium squarrosum (Riess) Sacc.,Fungi,Ascomycota,Leotiomycetes,Chaetomellales,Chaetomellaceae,Sphaerographium,squarrosum,True,Sphaerographium squarrosum,NE,dead wood (including bark),55.70302,12.563825,25.0,3109987306,Hovedstaden,København,4-3109987306.JPG,2119,wood,0,106.0,5.0,continental
2021-05-03,2021,5.0,3.0,park/churchyard,DK,Sphaerographium squarrosum (Riess) Sacc.,Fungi,Ascomycota,Leotiomycetes,Chaetomellales,Chaetomellaceae,Sphaerographium,squarrosum,True,Sphaerographium squarrosum,NE,dead wood (including bark),55.70302,12.563825,25.0,3109987306,Hovedstaden,København,5-3109987306.JPG,2119,wood,0,106.0,5.0,continental
2021-05-03,2021,5.0,3.0,park/churchyard,DK,Sphaerographium squarrosum (Riess) Sacc.,Fungi,Ascomycota,Leotiomycetes,Chaetomellales,Chaetomellaceae,Sphaerographium,squarrosum,True,Sphaerographium squarrosum,NE,dead wood (including bark),55.70302,12.563825,25.0,3109987306,Hovedstaden,København,8-3109987306.JPG,2119,wood,0,106.0,5.0,continental
2021-05-03,2021,5.0,3.0,park/churchyard,DK,Sphaerographium squarrosum (Riess) Sacc.,Fungi,Ascomycota,Leotiomycetes,Chaetomellales,Chaetomellaceae,Sphaerographium,squarrosum,True,Sphaerographium squarrosum,NE,dead wood (including bark),55.70302,12.563825,25.0,3109987306,Hovedstaden,København,9-3109987306.JPG,2119,wood,0,106.0,5.0,continental
2021-05-02,2021,5.0,2.0,Mixed woodland (with coniferous and deciduous trees),DK,"Plasmoverna anemones-ranunculoidis (Săvul. & O.Săvul.) Constant., Voglmayr, Fatehi & Thines",Chromista,Oomycota,Peronosporea,Peronosporales,Peronosporaceae,Plasmoverna,anemones-ranunculoidis,True,Plasmoverna anemones-ranunculoidis,NE,"living stems of herbs, grass etc",55.298823,11.645565,15.0,3109983307,Sjælland,Næstved,2-3109983307.JPG,1742,plant material,0,0.0,17.0,continental
2021-05-08,2021,5.0,8.0,masonry,DK,Phaeophyscia nigricans (Flörke) Moberg,Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Physciella,nigricans,True,Physciella nigricans,NE,calcareous stone,56.551083,8.312784,5.0,3113014305,Midtjylland,Lemvig,0-3113014305.JPG,1653,stone,0,36.0,12.0,atlantic
2021-05-16,2021,5.0,16.0,coniferous woodland/plantation,DK,Bryostigma muscigenum (Th.Fr.) Frisch & G.Thor,Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Bryostigma,muscigenum,True,Bryostigma muscigenum,NE,living leaves,56.484919,8.311975,10.0,3116984310,Midtjylland,Lemvig,1-3116984310.JPG,211,plant material,0,0.0,17.0,atlantic
2021-05-16,2021,5.0,16.0,coniferous woodland/plantation,DK,Bryostigma muscigenum (Th.Fr.) Frisch & G.Thor,Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Arthoniaceae,Bryostigma,muscigenum,True,Bryostigma muscigenum,NE,living leaves,56.484919,8.311975,10.0,3116984310,Midtjylland,Lemvig,2-3116984310.JPG,211,plant material,0,0.0,17.0,atlantic
2021-05-22,2021,5.0,22.0,natural grassland,DK,Acrospermum graminum Lib.,Fungi,Ascomycota,Dothideomycetes,Acrospermales,Acrospermaceae,Acrospermum,graminum,True,Acrospermum graminum,NE,"dead stems of herbs, grass etc",54.9531,12.545687,50.0,3116978342,Sjælland,Vordingborg,2-3116978342.JPG,9,plant material,0,70.0,12.0,continental
2021-05-26,2021,5.0,26.0,natural grassland,DK,Oliveonia pauxilla (H.S.Jacks.) Donk,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Oliveoniaceae,Oliveonia,pauxilla,True,Oliveonia pauxilla,NE,"dead stems of herbs, grass etc",55.958708,12.279171,10.0,3122824324,Hovedstaden,Hillerød,2-3122824324.JPG,1534,plant material,0,14.0,8.0,continental
2021-05-27,2021,5.0,27.0,bog,DK,Coremiella cubispora (Berk. & M.A.Curtis) M.B.Ellis,Fungi,Ascomycota,,,,Coremiella,cubispora,True,Coremiella cubispora,NE,"dead stems of herbs, grass etc",55.750231,12.530628,25.0,3749900315,Hovedstaden,Gentofte,1-3749900315.JPG,443,plant material,0,65.0,5.0,continental
2021-05-29,2021,5.0,29.0,hedgerow,DK,Pyrenopeziza urticicola (W.Phillips) Boud.,Fungi,Ascomycota,Leotiomycetes,Helotiales,Ploettnerulaceae,Pyrenopeziza,urticicola,True,Pyrenopeziza urticicola,NE,"stems of herbs, grass etc",55.068853,8.947092,65.0,3126950307,Syddanmark,Tønder,0-3126950307.JPG,1915,plant material,0,0.0,17.0,atlantic
2021-05-29,2021,5.0,29.0,hedgerow,DK,Pyrenopeziza urticicola (W.Phillips) Boud.,Fungi,Ascomycota,Leotiomycetes,Helotiales,Ploettnerulaceae,Pyrenopeziza,urticicola,True,Pyrenopeziza urticicola,NE,"stems of herbs, grass etc",55.068853,8.947092,65.0,3126950307,Syddanmark,Tønder,1-3126950307.JPG,1915,plant material,0,0.0,17.0,atlantic
2021-05-29,2021,5.0,29.0,hedgerow,DK,Pyrenopeziza urticicola (W.Phillips) Boud.,Fungi,Ascomycota,Leotiomycetes,Helotiales,Ploettnerulaceae,Pyrenopeziza,urticicola,True,Pyrenopeziza urticicola,NE,"stems of herbs, grass etc",55.068853,8.947092,65.0,3126950307,Syddanmark,Tønder,2-3126950307.JPG,1915,plant material,0,0.0,17.0,atlantic
2021-06-02,2021,6.0,2.0,garden,DK,Pyrenopeziza digitalina (W.Phillips) Sacc.,Fungi,Ascomycota,Leotiomycetes,Helotiales,Ploettnerulaceae,Pyrenopeziza,digitalina,True,Pyrenopeziza digitalina,NE,"stems of herbs, grass etc",55.645721,12.537366,5.0,3126950322,Hovedstaden,København,1-3126950322.JPG,1906,plant material,0,90.0,10.0,continental
2021-06-07,2021,6.0,7.0,meadow,DK,Ustilago filiformis (Schrank) Rostr.,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,filiformis,True,Ustilago filiformis,NE,living leaves,55.330933,12.222717,5.0,3131211314,Sjælland,Faxe,0-3131211314.JPG,2378,plant material,0,121.0,1.0,continental
2021-06-07,2021,6.0,7.0,meadow,DK,Ustilago filiformis (Schrank) Rostr.,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,filiformis,True,Ustilago filiformis,NE,living leaves,55.330933,12.222717,5.0,3131211314,Sjælland,Faxe,1-3131211314.JPG,2378,plant material,0,121.0,1.0,continental
2021-06-12,2021,6.0,12.0,Deciduous woodland,DK,Navicella pileata (Tode) Fabre,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Massariaceae,Navicella,pileata,True,Navicella pileata,NE,bark of living trees,55.959135,12.271656,42.0,3305979304,Hovedstaden,Hillerød,0-3305979304.JPG,1495,wood,0,18.0,13.0,continental
2021-06-12,2021,6.0,12.0,Deciduous woodland,DK,Navicella pileata (Tode) Fabre,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Massariaceae,Navicella,pileata,True,Navicella pileata,NE,bark of living trees,55.959135,12.271656,42.0,3305979304,Hovedstaden,Hillerød,3-3305979304.JPG,1495,wood,0,18.0,13.0,continental
2021-06-12,2021,6.0,12.0,Deciduous woodland,DK,Navicella pileata (Tode) Fabre,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Massariaceae,Navicella,pileata,True,Navicella pileata,NE,bark of living trees,55.959135,12.271656,42.0,3305979304,Hovedstaden,Hillerød,7-3305979304.JPG,1495,wood,0,18.0,13.0,continental
2021-06-12,2021,6.0,12.0,Deciduous woodland,DK,Navicella pileata (Tode) Fabre,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Massariaceae,Navicella,pileata,True,Navicella pileata,NE,bark of living trees,55.959135,12.271656,42.0,3305979304,Hovedstaden,Hillerød,8-3305979304.JPG,1495,wood,0,18.0,13.0,continental
2021-06-10,2021,6.0,10.0,natural grassland,DK,Epicoccum nigrum Link,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,nigrum,True,Epicoccum nigrum,NE,dead wood (including bark),55.927759,12.340361,25.0,3311359304,Hovedstaden,Hillerød,0-3311359304.JPG,816,wood,0,22.0,12.0,continental
2021-06-10,2021,6.0,10.0,natural grassland,DK,Epicoccum nigrum Link,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,nigrum,True,Epicoccum nigrum,NE,dead wood (including bark),55.927759,12.340361,25.0,3311359304,Hovedstaden,Hillerød,9-3311359304.JPG,816,wood,0,22.0,12.0,continental
2021-06-18,2021,6.0,18.0,roadside,DK,Peronospora knautiae Fuckel,Chromista,Oomycota,Peronosporea,Peronosporales,Peronosporaceae,Peronospora,knautiae,True,Peronospora knautiae,NE,living leaves,55.953916,9.109664,5.0,3332306301,Midtjylland,Ikast-Brande,2-3332306301.JPG,1612,plant material,0,7.0,12.0,atlantic
2021-06-18,2021,6.0,18.0,roadside,DK,Peronospora knautiae Fuckel,Chromista,Oomycota,Peronosporea,Peronosporales,Peronosporaceae,Peronospora,knautiae,True,Peronospora knautiae,NE,living leaves,55.953916,9.109664,5.0,3332306301,Midtjylland,Ikast-Brande,3-3332306301.JPG,1612,plant material,0,7.0,12.0,atlantic
2021-06-18,2021,6.0,18.0,roadside,DK,Peronospora knautiae Fuckel,Chromista,Oomycota,Peronosporea,Peronosporales,Peronosporaceae,Peronospora,knautiae,True,Peronospora knautiae,NE,living leaves,55.953916,9.109664,5.0,3332306301,Midtjylland,Ikast-Brande,4-3332306301.JPG,1612,plant material,0,7.0,12.0,atlantic
2021-06-18,2021,6.0,18.0,roadside,DK,Peronospora knautiae Fuckel,Chromista,Oomycota,Peronosporea,Peronosporales,Peronosporaceae,Peronospora,knautiae,True,Peronospora knautiae,NE,living leaves,55.953916,9.109664,5.0,3332306301,Midtjylland,Ikast-Brande,5-3332306301.JPG,1612,plant material,0,7.0,12.0,atlantic
2021-06-18,2021,6.0,18.0,roadside,DK,Peronospora knautiae Fuckel,Chromista,Oomycota,Peronosporea,Peronosporales,Peronosporaceae,Peronospora,knautiae,True,Peronospora knautiae,NE,living leaves,55.953916,9.109664,5.0,3332306301,Midtjylland,Ikast-Brande,6-3332306301.JPG,1612,plant material,0,7.0,12.0,atlantic
2021-06-26,2021,6.0,26.0,Bog woodland,DK,"Melanochaeta aotearoae (S.Hughes) E.Müll., Harr & Sulmont",Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Melanochaeta,aotearoae,True,Melanochaeta aotearoae,NE,dead wood (including bark),55.755218,12.443515,25.0,3320501301,Hovedstaden,Gladsaxe,0-3320501301.JPG,1380,wood,0,34.0,5.0,continental
2021-06-26,2021,6.0,26.0,Bog woodland,DK,"Melanochaeta aotearoae (S.Hughes) E.Müll., Harr & Sulmont",Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Melanochaeta,aotearoae,True,Melanochaeta aotearoae,NE,dead wood (including bark),55.755218,12.443515,25.0,3320501301,Hovedstaden,Gladsaxe,4-3320501301.JPG,1380,wood,0,34.0,5.0,continental
2021-06-28,2021,6.0,28.0,Mixed woodland (with coniferous and deciduous trees),DK,Physarum cinereum Schumach.,Protozoa,Mycetozoa,Myxomycetes,Physarales,Physaraceae,Physarum,cinereum,True,Physarum cinereum,NE,dead wood (including bark),55.043614,10.551482,50.0,3380898301,Syddanmark,Svendborg,1-3380898301.JPG,1711,wood,0,0.0,17.0,continental
2021-06-28,2021,6.0,28.0,Mixed woodland (with coniferous and deciduous trees),DK,Physarum cinereum Schumach.,Protozoa,Mycetozoa,Myxomycetes,Physarales,Physaraceae,Physarum,cinereum,True,Physarum cinereum,NE,dead wood (including bark),55.043614,10.551482,50.0,3380898301,Syddanmark,Svendborg,3-3380898301.JPG,1711,wood,0,0.0,17.0,continental
2021-06-28,2021,6.0,28.0,Mixed woodland (with coniferous and deciduous trees),DK,Physarum cinereum Schumach.,Protozoa,Mycetozoa,Myxomycetes,Physarales,Physaraceae,Physarum,cinereum,True,Physarum cinereum,NE,dead wood (including bark),55.043614,10.551482,50.0,3380898301,Syddanmark,Svendborg,4-3380898301.JPG,1711,wood,0,0.0,17.0,continental
2021-06-28,2021,6.0,28.0,Mixed woodland (with coniferous and deciduous trees),DK,Physarum cinereum Schumach.,Protozoa,Mycetozoa,Myxomycetes,Physarales,Physaraceae,Physarum,cinereum,True,Physarum cinereum,NE,dead wood (including bark),55.043614,10.551482,50.0,3380898301,Syddanmark,Svendborg,5-3380898301.JPG,1711,wood,0,0.0,17.0,continental
2021-07-06,2021,7.0,6.0,park/churchyard,DK,Podosphaera amelanchieris Maurizio,Fungi,Ascomycota,Leotiomycetes,Helotiales,Erysiphaceae,Podosphaera,amelanchieris,True,Podosphaera amelanchieris,NE,living leaves,55.694253,12.541259,25.0,3320501311,Hovedstaden,København,1-3320501311.JPG,1769,plant material,0,66.0,8.0,continental
2021-07-06,2021,7.0,6.0,park/churchyard,DK,Podosphaera amelanchieris Maurizio,Fungi,Ascomycota,Leotiomycetes,Helotiales,Erysiphaceae,Podosphaera,amelanchieris,True,Podosphaera amelanchieris,NE,living leaves,55.694253,12.541259,25.0,3320501311,Hovedstaden,København,3-3320501311.JPG,1769,plant material,0,66.0,8.0,continental
2021-07-01,2021,7.0,1.0,bog,DK,"Coprinopsis pseudoradiata (Kühner & Joss. ex Watling) Redhead, Vilgalys & Moncalvo",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,pseudoradiata,True,Coprinopsis pseudoradiata,NE,faeces,56.934252,10.206063,50.0,3320491324,Nordjylland,Aalborg,0-3320491324.JPG,431,animals,0,17.0,5.0,continental
2021-07-01,2021,7.0,1.0,bog,DK,"Coprinopsis pseudoradiata (Kühner & Joss. ex Watling) Redhead, Vilgalys & Moncalvo",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,pseudoradiata,True,Coprinopsis pseudoradiata,NE,faeces,56.934252,10.206063,50.0,3320491324,Nordjylland,Aalborg,1-3320491324.JPG,431,animals,0,17.0,5.0,continental
